Var1 Var2 Var3
GLYATm_f 2.89711914 0.000164663
GLYCK2 0 0
GLYCLTDy -0.050555957 0.866761456
GLYCLTDym 0 0
GLYCTO1p 9.680593977 0.011375135
GLYK 0 0
GLYKm 0 0
GLYOp 0 0
GLYOX 4.193268531 0.009798101
GLYOXm 1.379351397 0.009798101
GMAND 0.934537016 0.072734214
GMPR 0.828870019 0.278763107
GMPS2 0.892279874 0.024374738
GNDer -0.365171923 0.306914142
GNMT 1.559462309 0.093299328
GPAM_hs 2.128934692 0.000723628
GPAMm_hs 1.182055904 0.058608108
GPDDA1 0 0
GPIAT 1.017207164 0.070153163
GPIDA2er -1.13974828 0.22744489
GPIDAer -1.13974828 0.22744489
GPIMTer_U 0 0
GRTT 1.111569467 0.013701114
GRTTx 0.765674529 0.011382103
GSNKm 0 0
GTHDH 1.246063334 0.021001145
GTHO 1.373386868 0.015750725
GTHOm 1.373386868 0.015750725
GTHP 1.332475158 0.344162554
GTHPe 0 0.330986207
GTHPm 0.233681833 0.546596942
GTHS 1.183420925 0.000712985
GTPCI 1.308818945 0.091604649
GTPCIn 1.308818945 0.091604649
GUACYC 2.561738301 0.879992096
GUAD 1.113130288 0.438837721
GUAPRT 1.681886235 0.001104581
GULN3D_f 0 0
GULNDer_f 0 0
GUR1PP 0 0
H2CO3D_f 7.090443514 0.01800292
H2CO3Dm_f 0 0
H2ETer 0.480139356 0.148534216
H2MTer_U 0 0
H2O2syn 1.04308701 0.877114007
H3ETer 0.480139356 0.148534216
H3MTer_U 0 0
H4ET3er 0.292616229 0.042028189
H4ETer 0.480139356 0.148534216
H5MTer_U 0 0
H6_ET2er 0.292616229 0.10502591
H6ET3er 0.292616229 0.042028189
H6_ETer 0.480139356 0.148534216
H6MTer_U 0 0
H7ET2er 0.292616229 0.10502591
H7_ETer 0.480139356 0.148534216
H7MTer_U 0 0
H7_TAer -0.161831489 0
H8MTer_L -0.850221728 0.116475536
H8MTer_U -0.850221728 0.116475536
H8TAer -0.161831489 0
HACD1m_f 1.617119384 0.007529041
HACD1x_f -0.522296027 0.110571098
HACD9m_f 1.617119384 0.007529041
HBZOPT10m 0 0
HEX1 0.769772545 0.369504392
HEX10 0.769772545 0.369504392
HEX4 0.769772545 0.369504392
HEX7 0.769772545 0.369504392
HEXCCPT1 0 0.046882112
HEXCCPT2 0 0
HGNTOR 1.214514692 0.310846421
HIBDm_f -1.000651336 0.007946857
HISD -0.460934965 0.60882887
HISDC 6.886249247 0.108759826
HISTASE 0 0.526344993
HKYNH 1.003299564 0.381793256
HMBS 0 0
HMGCOARr 0.893394081 0.044552657
HMGCOASi 0.258928699 0.456571506
HMGCOASim -4.126040371 0.079207985
HMGLm 0.207818511 0.563040231
HMGLx 0.207818511 0.563040231
HOXG 0.809897874 0.020180115
HPCLx 0 0
HPDCACRNCPT1 0 0.046882112
HPDCACRNCPT2 0 0
HPYRDC 0 0
HPYRDCm 0 0
HPYRR2x 1.705034109 0.259852608
HPYRRy -0.050555957 0.866761456
HS1ly 0.813656403 0.015494905
HS2ly 0.813656403 0.015494905
HS3ly 0.813656403 0.015494905
HS4ly 0.813656403 0.015494905
HSD11B1r_f -3.193117131 0.02445303
HSD11B2r_f 2.073606456 0.005975692
HSD17B1_f 1.070187175 0.113897981
HSD17B2r -0.96187955 0.550853293
HSD17B42x -0.522296027 0.110571098
HSD17B4x -0.522296027 0.110571098
HSD17B7r 1.494955201 0.001872083
HSD17B8r -0.96187955 0.550853293
HSD17B9r 1.494955201 0.001872083
HSD3A1r_f 0 0
HSD3A2r_f 0 0
HSD3B11 0 0
HSD3B11r 0 0
HSD3B12r 0 0
HSD3B13 0 0
HSD3B13r 0 0
HSD3B2r 0 0
HSD3B3r 0 0
HSD3B7P -0.355396719 0.555116114
HSPASEly 0 0
HXPRT 1.681886235 0.001104581
HYPOE 1.950765844 0.061256028
HYPTROX 0 0
ICDHxm -0.765982643 0.077317569
ICDHy -1.178784705 0.005346239
ICDHyp -1.178784705 0.005346239
ICDHyrm_f 2.347268003 0.000749448
IDHPOXOX2b -3.107913572 0.000448449
IDHPOXOX3 -3.107913572 0.000448449
IDHPOXOX4 -3.107913572 0.000448449
IDHPOXOXb -3.107913572 0.000448449
IDOAASE1ly 1.207548221 0.008656222
IDOAASE2ly 1.207548221 0.008656222
IDOAASE3ly 1.207548221 0.008656222
IDOAASE4ly 1.207548221 0.008656222
ILETA_f -2.606307258 0.000147022
ILETAm_f 0 0
IMACTD 0 0
IMACTD_m 0 0
IMPC_f 0 0
IMPD 0.59866621 0.76064069
INOSTO 2.678542894 0.039265806
INSKm 0 0
IPDDIx_f 0.493003118 0.11718452
ITCOAL1m_f -0.608628364 0.047318427
ITCOALm_f -1.385912187 0.006474973
IZPN 0 0
KDNH 0 0
KHK 0.422785957 0.447606825
KHK2 0.422785957 0.447606825
KHK3 0.422785957 0.447606825
KYN 1.003299564 0.381793256
KYN3OX 0.326728032 0.584449293
KYNAKGAT 0.88504788 0.086072525
KYNATESYN 0 0
LACZe 4.429848503 0.036895529
LACZly 0 0
LALDO_f 0 0
LALDO2x 0 0
LAPCOAl 0 0
LCADi 0 0.365753103
LCADi_D 0 0.365753103
LCADi_Dm 1.145875965 0.001930515
LCADim 1.145875965 0.001930515
LCAT1e 0 0
LCYSTAT_f 1.268792998 0.000473057
LCYSTATm_f 1.710427512 0.000703894
LCYSTCBOXL 3.46608144 0.038838792
LDH_D_f -2.484799646 0.030018441
LDH_L_f 1.705034109 0.457898703
LDH_Lm_f 0.459327111 0.259852608
LEUTA_f -2.606307258 0.000147022
LEUTAm_f 0 0
LFORKYNHYD 1.003299564 0.381793256
LGNCCPT1 0 0.046882112
LGNCCPT2 0 0
LGTHL 1.38797466 0.026115947
LINKDEG1ly 0 0
LINKDEG2ly 0 0
LINKDEG3ly 0 0
LINKDEG4ly 0 0
LNELDCCPT1 0 0.046882112
LNELDCCPT2 0 0
LNLCCPT1 0 0.046882112
LNLCCPT2 0 0
LNLNCACPT1 0 0.046882112
LNLNCACPT2 0 0
LNLNCGCPT1 0 0.046882112
LNLNCGCPT2 0 0
LNS14DM 0 0
LNSTLSr -0.303589083 0.479827854
LPASE 0.031434794 0.9821217
LPCOXp 0.487873455 0.592976179
LPS 0.676520523 0.685825607
LPS2 0 0.000607218
LPS2e -2.722093829 0.000140524
LPS3 -2.448180826 0.003971621
LPS3e -2.722093829 0.000140524
LPS4e 0.708223226 0.516436163
LPSe 3.990848977 0.046767709
LRAT 0.011279785 0.993218298
LRAT1 0 0
LRAT2 0 0
LS3_f 0 0
LSTO1r -0.160911651 0.816607382
LSTO2r 0 0.816607382
LTA4H -0.052109385 0.830994056
LTC4CP_f 0 0
LTC4Sr 0.345362584 0.334095718
LTD4DP_f 0 0
LTDCL 1.876839591 0.108759826
LYSMTF1n 1.404552508 0.291123246
LYSMTF2n 1.404552508 0.291123246
LYSMTF3n 1.404552508 0.291123246
LYSOXp 0 0
M1316Mg -0.642652085 0.148953978
M13N2Tg -1.385498791 0.00217376
M13N4Tg 0.867394412 0.289906305
M14NTg -3.605305343 5.87e-05
M16N4Tg 0 0
M16N6Tg -0.539478971 0.135629593
M16NTg 0.667416169 0.416854757
M4ATAer -0.161831489 0
M4BET2er 0.292616229 0.10502591
M4BTAer -0.161831489 0
M4CET3er 0.292616229 0.042028189
MACACI 1.53643481 0.005312012
MACOXO 0 0.365753103
MALT 1.744223067 0.293806253
MALTe 1.744223067 0.293806253
MALTly 0 0
MAN1_6B1er 0.82661669 0.023190211
MAN1_7Ber 0.82661669 0.023190211
MAN1PT2 1.10327253 0.005224746
MAN2_6B1er 0 0
MAN2_7Cer 0 0
MAN6PI_f 0.683631399 0.047963021
MAOLNOR -1.050151745 0.355519557
MAOX 0 0.526344993
MCCCrm_f -0.849246952 0.084202963
MCD -1.344248615 0.018415343
MCDm -1.344248615 0.018415343
MCDp -1.344248615 0.018415343
MCITS 0 0
MCLACCYSR 0 0
MCLOR_f 1.705034109 0.457898703
MCOATA_f 0 0
MCOATAm_f 1.449239488 0.000617165
MCPST 0.330476572 0.467131953
MDH_f 1.950013878 0.029649056
MDHm_f 0.74098485 0.029148822
MDRPD 0 0
ME1m -0.166971879 0.600523029
ME2 -2.547678284 0.00020406
ME2m -0.166971879 0.600523029
MECOALm_f 0 0
MECOAS1m_f 0 0
MELATN23DOX 0.349314385 0.71148721
MELATNOX 0 0
MESCOALm 0 0
METAT 2.343263421 0.071734256
METS -0.78434204 0.017914022
MEVK1x 1.557886313 7.4e-05
MG1er 1.33769433 0.006967184
MG2er 0 0
MG3er 0 0
MGACONm_f 0 0
MGCHrm_f 0 0
MGSA 0 0
MGSA2 0 0
MHISOR 0 0.526344993
MI13456PK 0 0
MI1345PKn -0.238145758 0.557167522
MI1345PP 3.905584325 0.8306229
MI1346PKn -0.238145758 0.557167522
MI134P4P 0 0
MI134PK 0 0
MI134PP -1.169839228 0.045745909
MI13PP 0 0
MI1456PKn -0.238145758 0.557167522
MI145P6Kn -0.238145758 0.557167522
MI145PK 2.415982688 0.052021557
MI145PKn -0.238145758 0.557167522
MI145PP 3.905584325 0.8306229
MI14P4P 0 0
MI14PP -1.169839228 0.045745909
MI1PP 0.671966456 0.88738593
MI1PS 1.78099265 0.008039874
MI3456PK 0 0
MI34PP 0.434951919 0.549870542
MI3PP 0.171720557 0.88738593
MI4PP 0.171720557 0.88738593
MICITDr_f 0 0
MLTG1 0 0
MLTG1e 1.744223067 0.293806253
MLTG1ly 0 0
MM5ag -0.299592896 0.692363112
MM5bg -0.299592896 0.692363112
MM5cg -0.299592896 0.692363112
MM6ag -0.299592896 0.692363112
MM6B1ag -0.299592896 0.692363112
MM6B1bg -0.299592896 0.692363112
MM6B2g -0.299592896 0.692363112
MM6bg -0.299592896 0.692363112
MM7Ag -0.299592896 0.692363112
MM7B1g -0.299592896 0.692363112
MM7B2g -0.299592896 0.692363112
MM7Cag -0.299592896 0.692363112
MM7Cbg -0.299592896 0.692363112
MM8Ag -0.299592896 0.692363112
MM8Ber 0.82661669 0.023190211
MM8Cg -0.299592896 0.692363112
MMCD -1.344248615 0.018415343
MMCDm -1.344248615 0.018415343
MMCDp -1.344248615 0.018415343
MMEm_f 0.033441832 0.91873942
MMMm_f -0.765824663 0.109475277
MMSAD1m 0 0
MMSAD3m 0 0
MMTSADm 0 0
MOGAT 1.244814948 0.467753561
MTAP -0.71980937 0.177821302
MTHFC_f -1.087301525 0.01775921
MTHFCm_f 1.028583912 0.315940417
MTHFD_f -0.0946602 0.816907011
MTHFD2_f 1.028583912 0.030037532
MTHFD2m_f 1.028583912 0.002683435
MTHFDm_f 1.028583912 0.315940417
MTRI_f 0 0
N3Tg 0 0
N4Tg 0 0
NABTNO 0 0
NABTNOm 0 0
NACASPAH 0 0
NACHEX10ly 0 0.330222803
NACHEX11ly 0 0.330222803
NACHEX12ly 0 0.330222803
NACHEX13ly 0 0.330222803
NACHEX14ly 0 0.330222803
NACHEX15ly 0 0.330222803
NACHEX16ly 0 0.330222803
NACHEX17ly 0 0.330222803
NACHEX18ly 0 0.330222803
NACHEX19ly 0 0.330222803
NACHEX1ly 0 0.330222803
NACHEX20ly 0 0.330222803
NACHEX21ly 0 0.330222803
NACHEX22ly 0 0.330222803
NACHEX23ly 0 0.330222803
NACHEX24ly 0 0.330222803
NACHEX25ly 0 0.330222803
NACHEX26ly 0 0.330222803
NACHEX27ly 0 0.330222803
NACHEX2ly 0 0.330222803
NACHEX3ly 0 0.330222803
NACHEX4ly 0 0.330222803
NACHEX5ly 0 0.330222803
NACHEX6ly 0 0.330222803
NACHEX7ly 0 0.330222803
NACHEX8ly 0 0.330222803
NACHEX9ly 0 0.330222803
NACHEXA10ly 0 0
NACHEXA11ly 0 0
NACHEXA12ly 0 0
NACHEXA13ly 0 0
NACHEXA14ly 0 0
NACHEXA15ly 0 0
NACHEXA16ly 0 0
NACHEXA17ly 0 0
NACHEXA18ly 0 0
NACHEXA19ly 0 0
NACHEXA1ly 0 0
NACHEXA20ly 0 0
NACHEXA21ly 0 0
NACHEXA22ly 0 0
NACHEXA2ly 0 0
NACHEXA3ly 0 0
NACHEXA4ly 0 0
NACHEXA5ly 0 0
NACHEXA6ly 0 0
NACHEXA7ly 0 0
NACHEXA8ly 0 0
NACHEXA9ly 0 0
NADK -0.672580964 0.05494191
NADN 0 0
NADNe -2.753071585 0.002840031
NADPN 0 0
NADPNe -2.753071585 0.002840031
NADS2 0.895916361 0.002471324
NAGA2ly 0.161891131 0.626108547
NAGAlby 0 0
NAGAly 0.161891131 0.626108547
NAGLCAly 0 0
NBAHH_ir 0 0
NDP10ex 0 0.028397731
NDP3ex 0 0.028397731
NDP6 0 0
NDP7er 0 0
NDP7ex 0 0.028397731
NDP7g 0 0
NDP8 0 0
NDP8ex 0 0.028397731
NDPK1_f 2.303266091 0.882753102
NDPK10_f 2.303266091 0.882753102
NDPK10m_f 1.739616739 0.004005353
NDPK10n_f 1.52785703 0.000117973
NDPK1m_f 1.739616739 0.882753102
NDPK1n_f 1.52785703 0.000117973
NDPK2_f 2.303266091 0.882753102
NDPK2m_f 1.739616739 0.004005353
NDPK2n_f 1.52785703 0.000117973
NDPK3_f 2.303266091 0.882753102
NDPK3m_f 1.739616739 0.882753102
NDPK3n_f 1.52785703 0.000117973
NDPK4_f 2.303266091 0.882753102
NDPK4m 1.739616739 0.004005353
NDPK4n_f 1.52785703 0.000117973
NDPK5_f 2.303266091 0.882753102
NDPK5m 1.739616739 0.882753102
NDPK5n_f 1.52785703 0.000117973
NDPK6_f 2.303266091 0.882753102
NDPK6m_f 1.739616739 0.882753102
NDPK6n_f 1.52785703 0.000117973
NDPK7_f 2.303266091 0.882753102
NDPK7m 1.739616739 0.004005353
NDPK7n_f 1.52785703 0.000117973
NDPK8_f 2.303266091 0.882753102
NDPK8m 1.739616739 0.882753102
NDPK8n_f 1.52785703 0.000117973
NDPK9_f 2.303266091 0.882753102
NDPK9m_f 1.739616739 0.004005353
NDPK9n_f 1.52785703 0.000117973
NICRNS 0 0
NMNATm 0.922130474 0.118508119
NMNATn -0.99426265 0.015557515
NMNATr_f 0.922130474 0.930460537
NMNS -1.081438659 0.026139165
NMPTRCOX 0 0.526344993
NNATm 0.922130474 0.118508119
NNATn -0.99426265 0.015557515
NNATr 0.922130474 0.930460537
NNMT -2.017862293 0.00080706
NORANMT 2.464267319 0.069648447
NOS1 -0.221597981 0.760846226
NOS2 -0.221597981 0.760846226
NP1 0.415870743 0.3775786
NRPPHRSULT 0 0
NRVNCCPT1 0 0.046882112
NRVNCCPT2 0 0
NS26T2g -2.426185345 0.0680004
NS26Tg -2.426185345 0.0680004
NT5C 1.242184065 0.935277041
NTD1 1.242184065 0.070229941
NTD10 1.242184065 0.935277041
NTD11 0.630176888 0.935277041
NTD12 1.622022661 0.097678965
NTD1m 1.694874584 0.008334019
NTD2 0.630176888 0.070229941
NTD2e -3.921858739 4.56e-06
NTD2l 0 0
NTD2m 1.694874584 0.008334019
NTD3 1.242184065 0.935277041
NTD3l 0 0
NTD4 1.242184065 0.935277041
NTD4e 1.242184065 0.019116403
NTD4l 0 0
NTD5 1.242184065 0.935277041
NTD5l 0 0
NTD5m 1.694874584 0.008334019
NTD6 1.242184065 0.935277041
NTD6l 0 0
NTD7 1.242184065 0.935277041
NTD7e 1.242184065 0.019116403
NTD7l 0 0
NTD8 1.242184065 0.935277041
NTD8l 0 0
NTD9 0.630176888 0.935277041
NTD9e 1.242184065 0.019116403
NTD9l 0 0
NTP3e 0 0.028397731
NTPP10 1.200554989 0.004748263
NTPP11 1.200554989 0.004748263
NTPP9 1.200554989 0.004748263
O16G1e 0 0
O16G2e 0 0
OBDHc 0 0
OCBTm -4.868221489 0.000336078
OCOAT1m 1.780369448 0.155802373
OIVD1m 0 0
OIVD2m 0 0
OIVD3m 0 0
OMPDC 0.716407995 0.015316172
OPAHir 0.718270133 0.079001387
ORETNF 0 0
ORETNF2 0 0
ORNDC 0.131685494 0.796013706
ORNTArm_f 0.592199542 0.140954123
ORPT_f 0.716407995 0.015316172
P45011A1m 0 0
P45011B11m 0 0
P45011B12m 0 0
P45011B21m 0 0
P45017A1r 0 0
P45017A2r 0 0
P45017A3r 0 0
P45017A4r 0 0
P45019A1r 0 0
P45019A2r 0 0
P4501B1r 0 0
P45021A1r 0 0
P45021A2r 0 0
P45027A11m -0.997184759 0.05672467
P45027A12m -0.997184759 0.05672467
P45027A13m -0.997184759 0.05672467
P45027A14m -0.997184759 0.05672467
P45027A15m -0.997184759 0.05672467
P45027A16m -0.997184759 0.05672467
P45027A1m -0.997184759 0.05672467
P4502A6 0 0
P4502C18 0 0
P4502C19 0 0
P4502C8 0 0
P4502C9 0 0
P4502C92 0 0
P4502C93 0 0
P4502C94 0 0
P4502D6 1.497626857 0.083164782
P4502E1 0.270019701 0.686516142
P4502F1 0 0
P45039A1r 0 0
P4503A43r -1.772205814 0.143048083
P4503A5 0 0
P4503A7r 0 0
P45046A1r 0 0
P4504B1r 0 0
P4504F121r 0 0
P4504F122r 0 0
P4504F123r 0 0
P4504F81r 0 0
P4507A1r 0 0
P4507B11r 0 0
P4507B12r 0 0
P4508B11r 0 0
P4508B13r 0 0
P450LTB4r 0 0
P450SCC1m 0 0
P5CDm 0 0
P5CRm 3.067905442 5.72e-05
PACCOAL 0 0
PAFH 0.632037763 0.044469963
PAFHe -1.049422995 0.330751222
PAFS 0 0
PAN4PP 0 0
PCHOLP_hs -0.284075861 0.260712511
PCHOLPg_hs -2.873940878 9.55e-05
PCHOLPm_hs -2.873940878 9.55e-05
PCHOLPr_hs -2.873940878 9.55e-05
PCLAD 0 0
PCLYSOX 1.830738889 0.32354549
PCm -2.030867879 0.006639975
PDE1 1.24704695 0.415193025
PDE1g -2.370507553 0.00524916
PDE4 0.461155889 0.988866372
PDE4g -2.370507553 0.00524916
PDE4n 0.013836899 0.988866372
PDHm -1.103968112 0
PDX5PO 1.123239969 0.02894631
PDXPP 1.950765844 0.061256028
PEAMNO 0 0.526344993
PECGONCOATr 0 0
PEPCK -9.247092192 0.000102508
PEPCKm -0.313701664 0.588579809
PETHCT 1.314873022 0.054349997
PETOHMm_hs -1.472072962 0.001023197
PETOHMr_hs -1.472072962 0.001023197
PFK 0.768059221 0.488616404
PFK26 2.350772033 0.555357232
PGCD -0.847178136 0.255799238
PGDI_f -2.471826163 0.009426318
PGDIr_f -2.471826163 0.009426318
PGESr_f 1.231594492 0.487686587
PGI_f 0.708988802 0.177429848
PGISr_f -5.254266016 6.15e-06
PGK_f 0.551736503 0.22872885
PGL 1.006137651 0.009137155
PGLer -1.92942439 2.74e-05
PGLYCP 1.873944004 0.00136194
PGM_f 0 0.357826239
PGMT_f 0.244596063 0.467912463
PGPP_hs 0.843077267 0.029093106
PGPPT 0.414662352 0.19995978
PGS 3.491958586 0.097814466
PGSr 3.491958586 0.097814466
PHACCOAGLNAC 0 0
PHCDm 0 0
PHCHGSm 0 0
PHETA1_f 1.268792998 0.000473057
PHETA1m_f 1.710427512 0.040836249
PHETHPTOX2 4.125358696 0.034180891
PHYCBOXL 1.876839591 0.108759826
PHYHx -0.657689381 0.1530683
PI345P3P -1.325595647 0.00649457
PI345P3Pn -1.325595647 0.00649457
PI345P5P 3.905584325 0.8306229
PI345P5Pn 0 0
PI34P3Pn 0 0
PI34P4Pn 0 0
PI34P5K 0.553662492 0.267252887
PI34P5Kn 0 0
PI3P3Pn 0 0
PI3P4K 0.360543673 0.815340405
PI3P4Kn 0 0
PI3P5K 0.553662492 0.267252887
PI45P3K -0.222813376 0.377955881
PI45P3Kn 0 0
PI45P4P 0 0
PI45P5P 0.819599209 0.875884415
PI45P5Pn 0 0
PI45PLC 2.785707957 0.807118125
PI45PLCn -2.42728841 0.000377628
PI4P3K -0.222813376 0.377955881
PI4P3Ker -1.67839552 5.96e-05
PI4P3Kn 0 0
PI4P5K 0.553662492 0.267252887
PI4P5Kn 0 0
PI4PLC 2.785707957 0.807118125
PI4PLCn -2.42728841 0.000377628
PI4PP 0 0
PI5P3K -0.216610304 0.559855962
PI5P3Ker -1.67839552 5.96e-05
PI5P4K 0.360543673 0.815340405
PI5P4Kn 0 0
PIACGT -0.199103435 7.19e-05
PIK3 -0.216610304 0.559855962
PIK3er -1.67839552 5.96e-05
PIK3n 0 0
PIK4 0.360543673 0.815340405
PIK4n 0 0
PIK5 0.553662492 0.267252887
PIK5n 0 0
PIPLC 2.785707957 0.807118125
PIPLCn -2.42728841 0.000377628
PLA2 0 0
PLA2_2 0.800084002 0.9821217
PLA2_2e 3.393497289 0.626888802
PMANM_f 0.53633249 0.467912463
PMEVKx 1.427250294 0.004021825
PMI12346PH 5.798287544 0.371033197
PMI12346PHn 5.798287544 0.371033197
PMI1346PH 5.798287544 0.371033197
PMI1346PHn 5.798287544 0.371033197
PNP_f 0.415870743 0.3775786
PNTEH -4.123265759 0.001710016
PNTK 0.895097214 0.961780467
PNTKm -0.457816308 0.108754759
PPA 0.711002401 0.344914575
PPA2 0 0
PPA2m 0 0
PPAer 1.460004641 0.002322584
PPAm 0.539700618 0.042284218
PPAn 0 0
PPAP 3.080431641 0.007382129
PPBNGS 0 0
PPCDC 0.861159407 0.016268227
PPCOACm -1.874975558 0.001956796
PPCOAOm 0 0
PPD2CSPp 0 0
PPDOx 0 0
PPDOy 0.816104016 0.135106772
PPM_f 0.244596063 0.467912463
PPNCL3 0.767895595 0.071934969
PPOR -1.96135163 0.010435899
PPPGOm 1.118080468 0.00131501
PRAGSr_f 0.11774042 0.643232205
PRDX -1.065214307 0.055557776
PRDXl -1.622458834 0.102294888
PRFGS 0.622299362 0.162029718
PRGNLONESULT 3.418340738 0.017079254
PRO1xm 0 0
PROAKGOX1r 0.693108378 0.000817318
PROD2 0 0
PROD2m -0.172246594 0.867696168
PRPNCOAHYDm 0 0.319915939
PRPNCOAHYDx -2.242310237 0.00285798
PRPPS 0.959841641 0.780305123
PSDm_hs 0.436407603 0.345551303
PSERT 0.073514705 0.950737035
PSP_L 0.71805477 0.08013899
PSSA1_hs_f 0.87836229 0.064773767
PSSA2_hs_f 0.963597084 0.017184823
PTDCACRNCPT1 0 0.046882112
PTDCACRNCPT2 0 0
PTE2x 0 0
PTE3x 0 0
PTE4x 0 0
PTE5x 0 0
PTHPS 1.138369216 0.004882357
PTHPSn 1.138369216 0.004882357
PTPAT 1.492408435 0.00046978
PTRCAT1 -0.083221699 0.872177311
PTRCOX1 0 0.526344993
PUNP1_f 0.415870743 0.3775786
PUNP2_f 0.415870743 0.3775786
PUNP3_f 0.415870743 0.3775786
PUNP4_f 0.415870743 0.3775786
PUNP5_f 0.415870743 0.3775786
PUNP6_f 0.415870743 0.3775786
PUNP7_f 0.415870743 0.3775786
PVD3_f 0 0
PYAM5POr 1.123239969 0.02894631
PYDAMK -1.064309469 0.026185565
PYDXDH 0 0
PYDXK -1.064309469 0.026185565
PYDXNK -1.064309469 0.026185565
PYDXPP 1.950765844 0.061256028
PYK 1.35106308 0.018459203
PYLALDOX 0 0
PYLALDOXm 0 0
PYNP2r_f -0.586567439 0.482916744
QUILSYN 0 0
RADH 0 0
RADH2 0 0
RADH3 0 0
RADH4 0 0
RAHY 0 0
RAI1_f 0 0
RAI2_f 0 0
RAI3_f 0.656901695 0.913995192
RAI4_f 0 0
RBFK 0.368772032 0.509878272
RBK 1.676998487 0.002319756
RBK_D 1.676998487 0.002319756
RDH1_f 3.410878181 0.003772695
RDH1a 3.54845902 0.547633827
RDH2_f -7.078722846 6.19e-08
RDH2a 3.54845902 0.547633827
RDH3_f -7.078722846 6.19e-08
RDH3a 3.54845902 0.547633827
RDH4_f -7.078722846 6.19e-08
RETFA 0 0
RETH 0.867975601 0.135478416
RETH1 0 0
RETH1e 0 0
RETH2 0 0
RETH2e 0 0
RETHe 0 0
RETI1_f 0 0
RETI2_f 0 0
RETI3_f 0 0
RETNCOA 0 0
RNDR1 1.01997649 0.058462295
RNDR2 1.01997649 0.058462295
RNDR3 1.01997649 0.058462295
RNDR4 1.01997649 0.058462295
RNMK -0.968204521 0.065276071
RPE_f 0.192120478 0.501062475
RPI_f 0.152829795 0.713450446
RTOT_2 0 0
RTOTALCRNCPT1 0 0.046882112
RTOTALCRNCPT2 0 0
S23T2g 1.038998599 0.289921307
S23T3g -1.304708774 0.003014363
S23T4g 1.038998599 0.289921307
S23Tg 0.550367497 0.289921307
S26Tg -1.600379339 0.001335109
S2T1g -3.389979694 1.7e-05
S2T2g -3.389979694 1.7e-05
S2T3g -3.389979694 1.7e-05
S2T4g 0.016747385 0.962743108
S2TASE1ly -0.700527247 0.029002015
S2TASE2ly -0.700527247 0.029002015
S2TASE3ly -0.700527247 0.029002015
S2TASE4ly 0 0
S2TASE5ly 0 0
S3T1g 0 0.009531653
S3T2g 0 0.011563211
S3T3g 0.767563975 0.24221913
S3TASE1ly_f 0 0
S3TASE2ly_f 0 0
S3TASE3ly_f 0 0
S4T1g 0 0
S4T2g 0 0
S4T3g 0 0
S4T4g 0 0
S4T5g 0 0
S4T6g 0 0
S4TASE1ly_f 0 0
S4TASE2ly_f 0 0
S4TASE3ly_f 0 0
S4TASE4ly_f 0 0
S4TASE5ly_f 0 0
S6T10g 0 0
S6T11g 0 0
S6T12g 0 0
S6T13g 0 0
S6T14g 0 0
S6T15g 0 0.033187485
S6T16g 0 0
S6T17g 0 0
S6T18g 0 0.033187485
S6T19g 0 0.033187485
S6T1g 0 0
S6T20g 0 0.033187485
S6T21g 0 0.033187485
S6T22g 0 0
S6T23g 0 0
S6T24g 0 0.033187485
S6T25g 2.74569541 0.075025308
S6T2g 0 0
S6T3g 0 0.033187485
S6T4g 0 0
S6T5g 0 0
S6T6g 0 0
S6T7g 0 0
S6T8g 0 0
S6T9g 0 0
S6TASE10ly_f 0 0
S6TASE11ly_f -1.088952515 0.038656982
S6TASE12ly_f -1.088952515 0.038656982
S6TASE13ly_f -1.088952515 0.038656982
S6TASE14ly_f -1.088952515 0.038656982
S6TASE15ly_f -1.088952515 0.038656982
S6TASE16ly_f -1.088952515 0.038656982
S6TASE17ly_f -1.088952515 0.038656982
S6TASE18ly_f -1.088952515 0.038656982
S6TASE19ly_f -1.088952515 0.038656982
S6TASE1ly_f -1.088952515 0.038656982
S6TASE20ly_f -1.088952515 0.038656982
S6TASE21ly_f -1.088952515 0.038656982
S6TASE22ly_f 0 0
S6TASE23ly_f -1.088952515 0.038656982
S6TASE24ly_f -1.088952515 0.038656982
S6TASE25ly_f 0 0
S6TASE26ly_f -1.088952515 0.038656982
S6TASE2ly_f -1.088952515 0.038656982
S6TASE3ly_f -1.088952515 0.038656982
S6TASE4ly_f 0 0
S6TASE5ly_f 0 0
S6TASE6ly_f 0 0
S6TASE7ly_f 0 0
S6TASE8ly_f 0 0
S6TASE9ly_f 0 0
SACCD3m 0 0
SACCD4m 0 0
SADT 0.701721538 0.036612798
SALMCOM 0.912225302 0.046261261
SALMCOM2 0 0
SAMHISTA -1.679862822 0.001274365
SARCOXp 0.487873455 0.592976179
SARDHm 3.083288336 0.002237005
SBPP1er -0.243923604 0.772696463
SBPP3er -0.243923604 0.772696463
SBTD_D2 1.681780606 0.03167647
SBTR 0.816104016 0.135106772
SCP2x -0.409799794 0.276249113
SCPx -0.409799794 0.276249113
SEAHCYSHYD 0 0
SELADT 0.701721538 0.036612798
SELCYSLY 0.409885664 0.390400696
SELCYSLY2 0.409885664 0.390400696
SELCYSTGL -0.885708692 0.091547358
SELCYSTS 0 0
SELMETAT 2.343263421 0.071734256
SELNPS 1.286446136 0.085182662
SERHL 1.324813323 0.182284814
SERPT -0.757963465 0.182071604
SFGTH -0.644036579 0.034310734
SGPL11r 0.480142107 0.151802706
